30
40
['244', '402', '15', '336', '607']
['781', '18', '402', '930', '344']
['18', '970', '15', '972', '246']
['402', '246', '894', '983', '680']
['814', '261', '893', '98', '246']
['839', '244', '781', '720', '308']
['970', '816', '944', '814', '711']
['930', '711', '944', '607', '98']
['344', '680', '717', '781', '894']
['402', '222', '344', '543', '23']
['222', '98', '970', '917', '625']
['661', '692', '983', '167', '344']
['972', '246', '284', '944', '15']
['970', '222', '816', '900', '402']
['95', '96', '819', '244', '543']
['930', '96', '336', '625', '814']
['814', '944', '900', '720', '781']
['402', '894', '814', '95', '983']
['344', '814', '23', '222', '692']
['839', '9', '717', '954', '355']
['839', '263', '543', '893', '944']
['661', '970', '893', '308', '96']
['348', '893', '917', '819', '970']
['23', '308', '402', '900', '692']
['15', '711', '720', '894', '893']
['344', '972', '261', '95', '403']
['607', '680', '858', '900', '244']
['819', '96', '23', '893', '355']
['983', '720', '816', '814', '781']
['15', '625', '917', '308', '661']
['261', '543', '348', '893', '900']
['402', '894', '543', '692', '781']
['625', '680', '272', '285', '987']
['504', '348', '543', '781', '954']
['970', '504', '930', '284', '167']
['284', '15', '661', '819', '917']
['244', '344', '95', '692', '944']
['814', '308', '504', '336', '607']
['717', '402', '308', '98', '816']
['263', '944', '917', '336', '720']
['858', '894', '98', '720', '246']
['403', '263', '308', '222', '680']
['261', '98', '625', '717', '819']
['263', '272', '680', '355', '308']
['839', '711', '625', '987', '15']
['720', '348', '308', '15', '983']
['814', '987', '23', '711', '970']
['336', '222', '970', '244', '504']
['244', '263', '344', '285', '900']
['819', '23', '402', '983', '661']
['717', '543', '504', '222', '403']
['930', '402', '222', '625', '816']
['96', '15', '344', '607', '244']
['344', '284', '983', '98', '954']
['285', '692', '816', '23', '680']
['894', '661', '930', '543', '900']
['15', '625', '944', '972', '263']
['167', '720', '900', '96', '607']
['336', '954', '816', '711', '222']
['711', '858', '96', '244', '680']
['894', '504', '816', '972', '814']
['954', '95', '814', '894', '308']
['692', '15', '543', '355', '894']
['355', '987', '816', '858', '900']
['263', '692', '402', '261', '816']
['272', '661', '970', '504', '625']
['983', '167', '781', '95', '244']
['167', '720', '355', '661', '543']
['543', '839', '15', '894', '9']
['284', '858', '96', '717', '308']
['95', '23', '96', '894', '692']
['900', '263', '167', '970', '983']
['983', '893', '272', '781', '167']
['893', '308', '607', '720', '954']
['285', '263', '983', '98', '711']
['930', '987', '717', '18', '692']
['403', '954', '607', '717', '900']
['344', '720', '272', '244', '987']
['403', '711', '355', '607', '972']
['839', '285', '717', '15', '661']
['692', '607', '972', '402', '970']
['9', '96', '355', '261', '625']
['607', '403', '972', '23', '917']
['355', '167', '285', '18', '308']
['95', '970', '284', '972', '983']
['355', '336', '261', '894', '944']
['9', '987', '344', '954', '680']
['96', '15', '819', '222', '625']
['607', '402', '711', '9', '970']
['355', '680', '661', '894', '839']
['15', '23', '543', '972', '284']
['987', '894', '814', '355', '661']
['900', '272', '95', '816', '987']
['816', '680', '403', '15', '355']
['344', '717', '23', '246', '348']
['344', '336', '944', '781', '930']
['893', '720', '344', '661', '543']
['96', '261', '893', '894', '23']
['15', '308', '607', '403', '261']
['403', '717', '819', '983', '692']
['680', '987', '222', '819', '711']
['893', '711', '96', '403', '607']
['900', '95', '167', '272', '348']
['96', '983', '23', '285', '607']
['96', '607', '344', '680', '711']
['987', '263', '814', '403', '504']
['344', '917', '944', '816', '900']
['336', '95', '717', '781', '9']
['355', '261', '625', '680', '246']
['607', '263', '680', '23', '285']
['900', '336', '819', '893', '972']
['261', '344', '894', '95', '814']
['944', '261', '900', '781', '222']
['717', '711', '816', '944', '344']
['944', '680', '355', '272', '504']
['98', '261', '816', '858', '781']
['972', '711', '402', '263', '246']
['983', '661', '15', '504', '692']
['222', '9', '98', '680', '308']
['348', '607', '96', '893', '272']
['246', '816', '894', '344', '336']
['348', '781', '954', '543', '402']
['819', '858', '720', '96', '336']
['930', '246', '720', '167', '819']
['167', '246', '839', '23', '917']
['18', '680', '285', '917', '717']
['625', '23', '96', '894', '983']
['244', '839', '285', '402', '717']
