25
16
['187', '161', '259', '199', '328', '47', '175', '46', '393', '282', '334', '126', '158', '35', '265', '269']
['218', '190', '199', '25', '205', '47', '144', '175', '393', '282', '179', '65', '356', '35', '220', '265']
['33', '147', '190', '286', '205', '46', '109', '65', '349', '126', '158', '77', '113', '383', '16', '79']
['174', '251', '316', '218', '146', '190', '5', '25', '305', '47', '46', '314', '44', '179', '396', '356']
['187', '218', '12', '147', '5', '286', '199', '32', '305', '47', '334', '172', '65', '158', '77', '113']
['127', '8', '187', '251', '316', '161', '178', '259', '328', '208', '175', '46', '314', '393', '334', '396']
['284', '187', '251', '146', '47', '192', '44', '282', '396', '349', '356', '158', '220', '265', '77', '16']
['251', '316', '178', '190', '286', '199', '205', '305', '144', '192', '109', '393', '179', '172', '126', '356']
['174', '161', '12', '5', '328', '25', '205', '305', '175', '192', '46', '314', '44', '282', '334', '126']
['367', '251', '316', '12', '147', '190', '5', '328', '208', '47', '192', '314', '282', '334', '349', '143']
['123', '363', '277', '187', '251', '316', '218', '146', '25', '205', '47', '314', '282', '396', '172', '65']
['173', '316', '161', '178', '259', '12', '147', '328', '32', '205', '305', '192', '393', '334', '172', '349']
['144', '174', '190', '5', '305', '314', '334', '349', '356', '77', '113', '72', '92', '122', '138', '263']
['174', '187', '316', '218', '146', '286', '199', '175', '46', '179', '396', '349', '126', '356', '143', '35']
['56', '316', '161', '259', '146', '147', '286', '328', '208', '305', '192', '314', '109', '44', '282', '334']
['178', '259', '12', '5', '199', '32', '25', '205', '47', '144', '46', '314', '393', '44', '179', '356']
['302', '51', '187', '251', '259', '12', '147', '328', '32', '25', '205', '208', '144', '175', '192', '46']
['316', '178', '218', '12', '5', '208', '144', '175', '192', '314', '109', '44', '282', '334', '179', '396']
['174', '251', '316', '178', '190', '199', '328', '25', '205', '208', '175', '192', '282', '334', '179', '396']
['164', '174', '316', '178', '259', '12', '147', '190', '5', '25', '47', '144', '334', '179', '126', '356']
['174', '187', '316', '178', '218', '199', '25', '208', '47', '144', '46', '282', '334', '396', '65', '349']
['187', '251', '316', '178', '218', '147', '190', '199', '328', '32', '208', '144', '192', '314', '109', '44']
['174', '251', '316', '161', '178', '218', '32', '208', '314', '334', '179', '172', '65', '143', '35', '77']
['288', '251', '316', '259', '146', '199', '25', '208', '192', '314', '44', '282', '65', '356', '143', '158']
['174', '187', '161', '218', '259', '328', '144', '192', '393', '44', '179', '172', '126', '357', '95', '151']
['316', '259', '146', '5', '47', '175', '179', '396', '143', '35', '72', '92', '138', '79', '83', '357']
['187', '251', '12', '147', '199', '328', '305', '393', '179', '396', '349', '158', '72', '269', '138', '357']
['187', '316', '259', '190', '286', '25', '175', '46', '314', '282', '179', '349', '356', '158', '113', '383']
['174', '316', '178', '12', '286', '205', '208', '305', '47', '144', '175', '192', '46', '314', '109', '179']
['187', '316', '178', '190', '286', '32', '208', '144', '175', '393', '334', '179', '172', '35', '220', '269']
['21', '174', '199', '328', '25', '208', '305', '47', '175', '314', '44', '349', '126', '356', '35', '220']
['187', '12', '146', '147', '32', '47', '175', '46', '393', '179', '65', '349', '356', '143', '158', '35']
['265', '187', '316', '218', '259', '12', '146', '32', '25', '47', '144', '175', '46', '109', '282', '334']
['145', '259', '12', '190', '5', '328', '32', '208', '305', '144', '175', '192', '46', '282', '179', '172']
['316', '218', '5', '199', '25', '205', '46', '109', '393', '282', '334', '396', '172', '383', '269', '92']
['187', '12', '5', '199', '328', '208', '305', '47', '144', '192', '314', '44', '334', '65', '356', '16']
['187', '251', '161', '218', '259', '146', '5', '25', '208', '144', '175', '314', '282', '265', '77', '113']
['174', '251', '178', '12', '5', '286', '328', '32', '25', '47', '144', '175', '192', '314', '109', '179']
['161', '259', '12', '5', '25', '208', '47', '192', '282', '65', '356', '143', '158', '220', '77', '269']
['40', '99', '316', '161', '259', '286', '32', '205', '175', '192', '393', '44', '282', '334', '396', '356']
['251', '316', '161', '178', '218', '147', '286', '208', '47', '192', '46', '393', '282', '179', '396', '172']
['340', '91', '151', '174', '251', '218', '147', '286', '32', '25', '208', '305', '47', '144', '46', '314']
['174', '187', '316', '161', '178', '218', '12', '146', '147', '5', '328', '32', '205', '208', '175', '192']
['174', '251', '161', '178', '218', '259', '147', '190', '32', '205', '305', '109', '334', '65', '126', '356']
['152', '174', '251', '12', '146', '5', '286', '32', '205', '305', '144', '175', '192', '46', '314', '109']
['218', '259', '12', '146', '190', '5', '286', '25', '208', '47', '192', '46', '314', '44', '334', '356']
['213', '259', '5', '286', '25', '208', '47', '144', '175', '44', '179', '65', '265', '113', '16', '72']
['187', '178', '218', '147', '190', '5', '199', '328', '32', '205', '46', '109', '44', '282', '334', '179']
['161', '178', '12', '190', '5', '286', '199', '25', '305', '47', '144', '175', '109', '393', '44', '349']
['187', '251', '316', '161', '178', '190', '32', '25', '205', '208', '305', '175', '46', '314', '334', '172']
['174', '178', '146', '147', '199', '32', '305', '175', '109', '282', '396', '172', '126', '143', '158', '35']
['174', '251', '316', '161', '178', '12', '190', '5', '328', '47', '314', '282', '334', '396', '172', '126']
['23', '264', '174', '187', '218', '190', '286', '32', '205', '208', '305', '46', '393', '44', '396', '172']
['174', '187', '251', '316', '161', '12', '147', '190', '286', '199', '328', '32', '25', '47', '109', '282']
['314', '251', '178', '259', '146', '190', '286', '328', '208', '175', '109', '44', '282', '179', '65', '16']
['275', '313', '174', '316', '161', '12', '146', '147', '286', '328', '25', '205', '305', '47', '144', '175']
['178', '12', '146', '147', '190', '5', '199', '32', '205', '305', '47', '175', '192', '314', '109', '334']
['222', '174', '187', '161', '178', '147', '5', '286', '47', '144', '175', '46', '314', '44', '282', '179']
['57', '174', '187', '161', '218', '259', '146', '190', '199', '205', '47', '144', '192', '393', '396', '172']
['174', '178', '218', '146', '199', '205', '208', '144', '175', '192', '109', '334', '396', '65', '143', '158']
['316', '147', '190', '328', '32', '208', '393', '282', '179', '65', '349', '158', '77', '122', '79', '263']
['174', '251', '316', '218', '259', '286', '199', '32', '305', '47', '175', '192', '46', '314', '109', '44']
['316', '161', '147', '328', '205', '47', '144', '175', '192', '46', '314', '334', '126', '143', '35', '113']
['174', '178', '12', '190', '199', '32', '205', '305', '47', '144', '192', '46', '393', '44', '282', '172']
['187', '316', '218', '286', '328', '32', '25', '205', '47', '175', '109', '44', '349', '35', '77', '113']
['174', '251', '178', '218', '12', '146', '32', '208', '305', '314', '109', '334', '396', '349', '113', '72']
['117', '251', '178', '259', '12', '286', '32', '305', '47', '314', '282', '179', '77', '72', '122', '138']
['316', '161', '218', '5', '25', '144', '175', '192', '46', '314', '393', '334', '396', '65', '349', '126']
['174', '187', '161', '147', '190', '328', '25', '205', '208', '144', '175', '192', '46', '109', '334', '172']
['174', '161', '12', '146', '190', '328', '25', '205', '208', '305', '47', '144', '44', '334', '349', '126']
['257', '161', '178', '146', '147', '199', '328', '205', '305', '144', '314', '44', '349', '143', '158', '35']
['251', '161', '178', '259', '12', '146', '5', '286', '199', '328', '25', '205', '208', '46', '314', '393']
['150', '187', '251', '316', '12', '146', '328', '32', '208', '144', '314', '393', '44', '65', '349', '77']
['178', '218', '146', '32', '25', '205', '208', '305', '175', '109', '393', '44', '179', '172', '65', '126']
['316', '218', '12', '5', '286', '32', '25', '208', '47', '46', '44', '334', '356', '143', '35', '77']
['174', '161', '218', '259', '32', '25', '205', '144', '175', '192', '46', '334', '179', '396', '172', '143']
['12', '147', '190', '5', '199', '328', '32', '25', '208', '192', '46', '314', '393', '282', '334', '126']
['1', '326', '174', '161', '178', '259', '12', '286', '328', '32', '305', '144', '109', '393', '44', '282']
['251', '32', '25', '205', '305', '144', '192', '314', '109', '393', '44', '282', '334', '179', '396', '349']
['172', '187', '316', '161', '178', '218', '190', '25', '208', '305', '144', '46', '314', '393', '334', '179']
['316', '178', '218', '146', '147', '190', '25', '208', '305', '109', '393', '65', '126', '356', '158', '265']
['251', '316', '178', '147', '328', '25', '175', '192', '109', '393', '44', '179', '396', '65', '349', '126']
['79', '251', '316', '161', '218', '12', '146', '328', '32', '25', '305', '175', '192', '109', '334', '396']
['282', '187', '161', '178', '218', '147', '328', '25', '208', '305', '175', '192', '109', '65', '349', '356']
['187', '161', '178', '259', '146', '5', '286', '205', '305', '47', '179', '349', '126', '356', '220', '16']
['174', '187', '316', '161', '218', '146', '147', '199', '32', '208', '305', '144', '192', '46', '282', '396']
['174', '187', '251', '12', '146', '147', '32', '25', '208', '47', '46', '44', '282', '179', '172', '349']
['132', '147', '190', '286', '32', '25', '205', '208', '175', '46', '314', '109', '393', '179', '265', '77']
['251', '316', '161', '178', '259', '147', '190', '5', '286', '199', '305', '144', '314', '393', '44', '334']
['341', '161', '178', '218', '328', '32', '47', '314', '109', '282', '396', '172', '349', '143', '220', '265']
['316', '178', '147', '199', '328', '32', '25', '205', '46', '314', '334', '172', '65', '349', '126', '265']
['187', '251', '218', '190', '199', '328', '205', '175', '393', '334', '349', '356', '143', '220', '265', '113']
['305', '316', '218', '286', '199', '328', '175', '314', '393', '44', '396', '349', '126', '220', '265', '383']
['174', '187', '251', '147', '190', '328', '25', '205', '393', '172', '356', '143', '35', '220', '16', '122']
['46', '368', '178', '259', '12', '146', '5', '286', '199', '32', '208', '314', '393', '44', '282', '179']
['251', '178', '218', '286', '328', '32', '47', '314', '109', '44', '282', '396', '172', '356', '143', '220']
['393', '187', '251', '316', '161', '218', '259', '147', '190', '286', '328', '25', '144', '192', '109', '334']
['174', '187', '161', '12', '146', '32', '25', '208', '47', '144', '109', '393', '334', '179', '172', '126']
['251', '178', '259', '146', '147', '190', '199', '328', '192', '334', '396', '172', '349', '126', '265', '113']
['256', '187', '178', '259', '12', '146', '147', '286', '328', '47', '46', '109', '393', '44', '396', '65']
['307', '251', '259', '147', '190', '286', '199', '47', '192', '109', '393', '44', '396', '126', '143', '158']
['325', '385', '187', '161', '259', '146', '5', '199', '32', '144', '46', '109', '334', '179', '396', '172']
['135', '187', '316', '259', '12', '147', '190', '32', '208', '47', '192', '314', '109', '393', '334', '179']
['174', '146', '147', '190', '286', '199', '205', '208', '144', '175', '314', '282', '334', '65', '349', '265']
['83', '138', '187', '161', '178', '218', '146', '147', '5', '328', '25', '208', '47', '144', '282', '334']
['174', '187', '251', '218', '12', '147', '199', '32', '208', '305', '47', '192', '46', '109', '44', '334']
['339', '158', '161', '259', '12', '5', '286', '205', '314', '109', '393', '334', '179', '396', '65', '349']
['174', '251', '316', '218', '12', '190', '286', '328', '305', '47', '46', '393', '282', '334', '396', '356']
['12', '5', '199', '328', '175', '192', '282', '396', '172', '65', '126', '356', '158', '35', '383', '92']
['251', '316', '161', '178', '259', '12', '146', '5', '286', '199', '328', '32', '205', '208', '175', '109']
['36', '174', '259', '12', '146', '147', '5', '144', '192', '314', '44', '396', '172', '126', '356', '158']
['223', '233', '184', '174', '316', '259', '12', '190', '25', '205', '175', '192', '393', '44', '396', '65']
['346', '174', '251', '316', '259', '12', '5', '199', '32', '25', '205', '144', '46', '314', '44', '334']
['50', '251', '174', '218', '146', '328', '32', '205', '208', '144', '314', '393', '349', '143', '265', '77']
['187', '316', '146', '190', '5', '286', '199', '32', '305', '46', '314', '109', '396', '172', '65', '143']
['316', '218', '146', '190', '5', '286', '199', '328', '32', '47', '144', '192', '314', '396', '143', '35']
['187', '316', '178', '259', '146', '328', '208', '144', '175', '44', '282', '179', '172', '126', '356', '143']
['335', '174', '218', '5', '328', '32', '25', '205', '305', '144', '46', '314', '393', '282', '334', '65']
['187', '251', '316', '161', '218', '146', '147', '286', '328', '393', '282', '334', '396', '172', '65', '356']
['251', '178', '218', '259', '147', '286', '205', '208', '305', '47', '144', '314', '393', '334', '396', '126']
['251', '161', '218', '12', '146', '5', '328', '32', '25', '205', '208', '46', '314', '109', '393', '44']
['187', '5', '199', '328', '205', '305', '47', '46', '314', '109', '396', '65', '356', '220', '265', '383']
['179', '11', '187', '316', '146', '147', '286', '25', '144', '46', '314', '109', '282', '65', '126', '158']
['104', '251', '161', '178', '259', '305', '47', '144', '175', '46', '314', '109', '393', '282', '334', '172']
['187', '316', '178', '218', '147', '5', '205', '305', '47', '192', '46', '179', '65', '143', '220', '265']
['161', '178', '218', '146', '190', '5', '286', '199', '328', '205', '192', '46', '314', '44', '179', '65']
['187', '316', '161', '190', '5', '328', '32', '305', '46', '44', '282', '172', '65', '126', '356', '35']
['82', '174', '316', '178', '146', '147', '190', '328', '109', '282', '334', '179', '172', '65', '126', '356']
['174', '316', '218', '146', '5', '199', '32', '25', '205', '208', '144', '109', '44', '282', '179', '349']
['174', '161', '178', '12', '146', '175', '192', '393', '44', '282', '334', '172', '126', '143', '113', '383']
['174', '187', '161', '218', '259', '146', '147', '190', '5', '25', '205', '305', '192', '109', '393', '44']
['174', '316', '178', '218', '146', '147', '286', '199', '328', '205', '208', '47', '282', '179', '396', '172']
['112', '187', '251', '316', '161', '178', '12', '147', '190', '5', '328', '205', '47', '192', '109', '334']
['291', '187', '251', '316', '161', '12', '147', '190', '286', '328', '205', '175', '192', '46', '314', '44']
['371', '174', '187', '316', '161', '218', '259', '12', '147', '25', '208', '305', '144', '175', '192', '46']
['182', '251', '218', '12', '208', '305', '47', '192', '179', '396', '65', '356', '265', '77', '113', '383']
['134', '174', '161', '178', '147', '190', '5', '286', '199', '328', '32', '126', '356', '35', '220', '77']
['174', '178', '218', '146', '190', '286', '175', '192', '314', '44', '396', '172', '65', '349', '143', '158']
['174', '161', '218', '259', '146', '147', '190', '5', '286', '328', '25', '208', '144', '175', '192', '314']
['251', '218', '146', '5', '199', '328', '192', '46', '314', '44', '126', '158', '35', '113', '383', '92']
['113', '251', '316', '146', '199', '32', '208', '144', '175', '314', '109', '393', '44', '349', '143', '220']
['174', '12', '146', '147', '190', '286', '199', '208', '305', '47', '46', '109', '44', '334', '65', '143']
['316', '147', '190', '199', '32', '25', '208', '47', '192', '46', '172', '356', '143', '265', '77', '113']
['316', '218', '12', '147', '5', '328', '32', '305', '47', '175', '192', '46', '44', '334', '179', '158']
['206', '285', '174', '187', '251', '218', '259', '190', '286', '199', '32', '25', '208', '144', '44', '282']
['187', '251', '316', '178', '218', '147', '190', '199', '328', '305', '47', '192', '314', '109', '282', '334']
['216', '161', '178', '146', '190', '286', '328', '208', '305', '46', '393', '44', '282', '179', '396', '356']
['187', '316', '147', '190', '32', '25', '47', '144', '46', '314', '282', '334', '179', '172', '349', '356']
['312', '174', '251', '161', '259', '146', '190', '5', '32', '25', '205', '208', '305', '175', '314', '393']
['187', '251', '259', '286', '199', '205', '305', '47', '144', '175', '192', '46', '314', '44', '282', '334']
['174', '251', '316', '259', '146', '147', '190', '286', '199', '328', '25', '47', '175', '192', '46', '314']
['6', '251', '161', '178', '259', '12', '146', '147', '190', '199', '32', '305', '47', '192', '393', '282']
['161', '178', '259', '12', '190', '286', '199', '32', '305', '47', '144', '175', '314', '109', '179', '396']
['187', '218', '259', '147', '199', '328', '32', '47', '192', '314', '109', '282', '334', '172', '349', '35']
['187', '316', '161', '190', '47', '144', '192', '46', '109', '393', '44', '396', '65', '349', '126', '356']
['353', '187', '251', '218', '12', '146', '5', '199', '25', '47', '175', '46', '109', '334', '179', '172']
['174', '251', '161', '178', '190', '5', '286', '199', '25', '205', '208', '144', '282', '334', '65', '143']
['137', '384', '174', '251', '316', '161', '147', '190', '286', '32', '314', '109', '44', '282', '334', '179']
['263', '187', '251', '178', '218', '12', '146', '190', '328', '205', '208', '314', '109', '393', '396', '172']
['187', '5', '32', '25', '305', '47', '46', '314', '44', '349', '356', '35', '220', '77', '383', '16']
['178', '259', '12', '286', '199', '25', '305', '47', '46', '109', '44', '179', '65', '143', '265', '383']
['174', '187', '178', '218', '259', '146', '147', '190', '5', '205', '144', '175', '46', '314', '393', '282']
['161', '178', '259', '12', '286', '199', '208', '47', '144', '109', '44', '282', '396', '65', '356', '35']
['161', '178', '147', '190', '5', '286', '199', '25', '205', '305', '109', '393', '172', '349', '126', '158']
['174', '251', '147', '25', '205', '208', '305', '47', '144', '175', '192', '314', '109', '44', '172', '65']
['350', '251', '316', '178', '190', '5', '32', '205', '208', '47', '144', '175', '314', '109', '44', '282']
['365', '174', '316', '178', '259', '147', '5', '199', '144', '109', '393', '44', '179', '396', '65', '349']
['187', '251', '161', '147', '190', '286', '328', '205', '208', '305', '175', '192', '46', '314', '109', '44']
['251', '316', '161', '178', '147', '5', '32', '205', '144', '175', '192', '46', '314', '109', '393', '282']
['72', '286', '187', '251', '161', '12', '146', '147', '190', '5', '199', '328', '25', '205', '208', '144']
['187', '316', '178', '12', '190', '199', '328', '46', '44', '396', '158', '35', '220', '77', '113', '269']
['128', '251', '178', '259', '12', '190', '286', '199', '328', '205', '208', '305', '175', '46', '109', '44']
['174', '251', '178', '218', '12', '25', '305', '175', '46', '109', '44', '282', '334', '396', '172', '65']
['174', '187', '316', '12', '199', '25', '305', '192', '314', '109', '44', '282', '143', '158', '35', '220']
['161', '5', '32', '208', '305', '393', '282', '179', '172', '65', '349', '356', '143', '265', '77', '269']
['187', '316', '259', '147', '5', '328', '32', '208', '305', '47', '314', '393', '179', '172', '349', '126']
['174', '218', '12', '5', '286', '328', '25', '305', '47', '314', '393', '44', '179', '396', '349', '356']
['359', '121', '174', '316', '161', '259', '147', '190', '25', '192', '179', '396', '65', '349', '126', '220']
['161', '146', '190', '199', '328', '25', '205', '208', '144', '175', '192', '46', '314', '393', '44', '179']
['187', '316', '161', '259', '146', '147', '199', '208', '175', '46', '44', '396', '65', '349', '126', '356']
['174', '187', '251', '316', '146', '147', '199', '25', '208', '305', '144', '192', '46', '172', '126', '265']
['108', '187', '259', '146', '205', '144', '282', '334', '143', '158', '220', '383', '269', '92', '138', '79']
['178', '259', '147', '286', '25', '208', '175', '393', '282', '334', '126', '158', '35', '265', '383', '269']
['187', '251', '316', '218', '259', '208', '46', '314', '393', '282', '334', '349', '356', '158', '35', '220']
['218', '12', '5', '199', '328', '32', '25', '305', '144', '175', '109', '393', '44', '282', '334', '179']
['187', '251', '316', '161', '259', '12', '146', '190', '5', '286', '328', '32', '25', '305', '47', '192']
['174', '251', '316', '161', '218', '146', '5', '286', '199', '205', '47', '175', '46', '393', '282', '396']
['187', '251', '316', '161', '259', '190', '5', '208', '305', '192', '46', '314', '393', '44', '282', '356']
['375', '251', '316', '218', '259', '146', '5', '286', '328', '32', '205', '305', '47', '175', '192', '46']
['174', '259', '146', '190', '286', '205', '208', '47', '46', '109', '393', '44', '349', '126', '143', '35']
['258', '251', '178', '12', '146', '5', '286', '199', '32', '25', '192', '46', '44', '334', '65', '126']
['337', '195', '251', '190', '199', '208', '192', '46', '109', '334', '179', '396', '172', '65', '113', '16']
['187', '161', '178', '218', '259', '12', '190', '199', '32', '25', '205', '208', '305', '175', '179', '349']
['174', '187', '146', '190', '5', '32', '25', '192', '46', '314', '109', '44', '179', '172', '65', '143']
['316', '161', '178', '259', '12', '5', '32', '47', '46', '314', '393', '44', '172', '143', '220', '77']
['174', '187', '316', '146', '199', '328', '32', '25', '208', '305', '144', '109', '396', '172', '65', '126']
['328', '251', '218', '259', '12', '146', '190', '199', '25', '205', '208', '144', '314', '172', '65', '158']
['174', '316', '161', '178', '218', '147', '5', '286', '199', '328', '205', '305', '46', '179', '65', '126']
['378', '321', '218', '192', '314', '393', '282', '334', '179', '65', '158', '35', '265', '113', '16', '122']
['187', '218', '259', '190', '205', '192', '46', '109', '179', '396', '172', '65', '126', '35', '220', '265']
['262', '102', '187', '251', '146', '147', '190', '286', '328', '25', '305', '144', '175', '46', '282', '334']
['360', '187', '251', '316', '161', '218', '259', '146', '5', '199', '328', '25', '208', '144', '175', '192']
['187', '161', '178', '12', '146', '147', '5', '208', '144', '175', '393', '282', '334', '179', '172', '126']
['174', '316', '146', '190', '5', '286', '32', '205', '144', '314', '109', '65', '356', '143', '35', '220']
['323', '251', '316', '147', '286', '32', '205', '192', '109', '334', '349', '356', '158', '35', '220', '265']
['251', '178', '190', '5', '328', '205', '175', '109', '65', '356', '265', '16', '269', '92', '122', '79']
['197', '327', '174', '251', '218', '286', '328', '144', '192', '282', '334', '179', '126', '356', '143', '158']
['174', '187', '316', '161', '178', '259', '12', '199', '32', '25', '47', '175', '396', '65', '349', '126']
['187', '316', '161', '218', '147', '32', '25', '208', '305', '175', '192', '314', '393', '44', '334', '172']
['174', '187', '251', '161', '178', '259', '205', '46', '393', '396', '172', '35', '220', '265', '77', '113']
['67', '178', '218', '12', '147', '286', '199', '208', '47', '144', '46', '396', '172', '356', '143', '158']
['259', '147', '328', '32', '25', '305', '175', '396', '65', '143', '77', '113', '92', '122', '138', '79']
['187', '316', '161', '178', '286', '199', '328', '205', '175', '109', '282', '334', '349', '126', '143', '158']
['372', '187', '316', '161', '178', '12', '146', '190', '5', '286', '199', '205', '305', '192', '334', '396']
['161', '328', '32', '25', '205', '208', '305', '47', '144', '175', '192', '282', '334', '172', '143', '113']
['187', '12', '146', '5', '286', '199', '25', '208', '47', '144', '175', '314', '393', '44', '179', '172']
['299', '187', '316', '178', '218', '259', '32', '25', '205', '208', '305', '144', '175', '109', '393', '282']
['251', '161', '178', '218', '12', '147', '328', '25', '205', '208', '305', '47', '44', '282', '179', '396']
['38', '2', '174', '187', '251', '218', '146', '5', '286', '32', '205', '47', '144', '175', '46', '314']
['186', '259', '12', '190', '286', '199', '328', '205', '305', '47', '144', '175', '393', '282', '396', '172']
['251', '316', '161', '218', '5', '286', '199', '25', '205', '305', '314', '282', '334', '396', '126', '143']
['71', '174', '251', '316', '218', '146', '32', '25', '305', '175', '46', '314', '109', '44', '172', '143']
['187', '251', '316', '161', '178', '259', '12', '25', '208', '175', '192', '46', '314', '396', '65', '349']
['395', '178', '12', '147', '328', '205', '47', '144', '192', '46', '109', '393', '44', '396', '349', '143']
['320', '174', '251', '161', '178', '146', '286', '199', '32', '305', '144', '175', '314', '109', '44', '334']
['187', '316', '178', '147', '286', '328', '32', '25', '205', '305', '46', '44', '282', '179', '172', '65']
['187', '316', '146', '32', '25', '205', '175', '192', '109', '393', '65', '349', '126', '143', '158', '77']
['174', '187', '316', '259', '190', '199', '328', '208', '47', '175', '46', '44', '282', '334', '172', '65']
['161', '178', '12', '190', '205', '208', '305', '47', '144', '175', '314', '393', '44', '65', '349', '356']
['187', '161', '178', '259', '12', '146', '199', '32', '205', '305', '47', '144', '175', '46', '314', '393']
['174', '316', '161', '259', '190', '5', '199', '25', '305', '393', '179', '172', '349', '143', '158', '265']
['316', '218', '190', '199', '208', '305', '144', '175', '192', '314', '44', '334', '349', '356', '143', '265']
['174', '187', '251', '161', '12', '147', '5', '199', '32', '25', '305', '144', '314', '109', '334', '172']
['174', '161', '178', '146', '190', '199', '25', '305', '47', '192', '46', '334', '172', '35', '265', '383']
['73', '271', '174', '187', '251', '161', '259', '25', '205', '305', '47', '175', '192', '46', '393', '334']
['17', '316', '178', '12', '147', '208', '47', '144', '175', '46', '393', '282', '334', '179', '172', '356']
['251', '316', '147', '199', '328', '205', '208', '144', '175', '282', '172', '65', '158', '35', '220', '265']
['194', '174', '187', '316', '178', '190', '5', '286', '328', '25', '208', '109', '396', '356', '220', '383']
['364', '174', '178', '190', '5', '328', '175', '46', '109', '44', '334', '179', '65', '126', '143', '77']
['59', '174', '161', '178', '259', '147', '190', '5', '286', '199', '205', '208', '46', '179', '158', '35']
['174', '187', '161', '178', '218', '146', '147', '5', '25', '305', '46', '109', '393', '356', '143', '220']
['187', '316', '161', '178', '259', '12', '146', '190', '286', '328', '32', '305', '144', '46', '282', '65']
['52', '187', '178', '259', '147', '286', '328', '32', '25', '205', '144', '192', '314', '44', '334', '126']
['170', '174', '187', '161', '259', '12', '146', '5', '286', '328', '32', '208', '305', '144', '175', '46']
['187', '251', '316', '161', '218', '259', '12', '147', '190', '5', '199', '328', '205', '305', '144', '109']
['187', '316', '178', '12', '5', '25', '205', '208', '305', '47', '144', '46', '314', '334', '179', '396']
['229', '87', '174', '251', '146', '147', '190', '286', '47', '192', '46', '314', '109', '282', '334', '179']
['178', '12', '146', '190', '286', '199', '205', '144', '192', '393', '334', '396', '65', '126', '113', '383']
['187', '251', '161', '218', '259', '146', '5', '328', '305', '47', '144', '175', '192', '46', '393', '44']
['174', '251', '259', '286', '199', '328', '208', '305', '144', '192', '393', '44', '282', '334', '179', '396']
['251', '178', '259', '146', '5', '199', '32', '47', '144', '175', '314', '109', '396', '172', '65', '349']
['183', '174', '178', '190', '286', '199', '32', '46', '314', '282', '179', '356', '143', '220', '383', '16']
['187', '161', '259', '146', '205', '192', '46', '393', '282', '179', '65', '126', '158', '265', '77', '113']
['107', '329', '227', '316', '259', '146', '286', '305', '144', '46', '393', '44', '282', '65', '349', '356']
['174', '218', '146', '147', '190', '5', '32', '144', '192', '46', '109', '44', '282', '396', '349', '158']
['48', '316', '161', '178', '259', '147', '190', '5', '286', '32', '25', '205', '208', '47', '175', '192']
['160', '316', '161', '178', '259', '146', '25', '205', '208', '305', '192', '393', '44', '172', '65', '126']
['392', '187', '316', '161', '147', '286', '199', '305', '46', '314', '109', '393', '396', '65', '356', '143']
['187', '259', '12', '146', '286', '305', '144', '175', '393', '282', '334', '396', '172', '65', '349', '356']
['85', '318', '286', '199', '47', '46', '314', '109', '179', '172', '349', '143', '158', '35', '113', '383']
['319', '174', '161', '259', '146', '190', '5', '286', '328', '32', '205', '305', '175', '46', '109', '282']
['251', '161', '178', '218', '259', '12', '328', '305', '175', '192', '314', '44', '179', '356', '143', '35']
['396', '174', '178', '259', '12', '147', '190', '286', '199', '32', '25', '205', '208', '305', '144', '46']
['218', '190', '5', '25', '47', '109', '393', '179', '396', '126', '356', '220', '77', '16', '269', '92']
['174', '161', '178', '259', '12', '146', '5', '286', '328', '32', '25', '208', '305', '144', '314', '334']
['209', '174', '187', '147', '190', '5', '199', '205', '144', '175', '314', '396', '349', '126', '356', '143']
['398', '174', '316', '146', '147', '190', '32', '208', '144', '192', '46', '44', '334', '396', '349', '143']
['42', '348', '86', '251', '178', '218', '147', '5', '286', '199', '47', '144', '192', '46', '44', '282']
['159', '161', '147', '5', '286', '32', '25', '205', '208', '47', '175', '46', '109', '393', '282', '334']
['174', '251', '146', '286', '208', '314', '109', '393', '282', '179', '356', '143', '220', '265', '383', '16']
['290', '351', '316', '218', '146', '5', '328', '208', '47', '175', '192', '314', '109', '282', '172', '65']
['174', '316', '147', '5', '205', '305', '47', '46', '282', '334', '65', '143', '158', '265', '383', '122']
['174', '251', '178', '259', '146', '199', '144', '192', '46', '393', '282', '334', '65', '220', '265', '77']
['181', '174', '316', '218', '147', '190', '286', '32', '47', '144', '175', '46', '314', '334', '179', '396']
['373', '174', '187', '251', '316', '178', '259', '12', '190', '32', '305', '47', '144', '46', '314', '109']
['251', '316', '178', '259', '12', '5', '286', '199', '32', '208', '305', '334', '179', '396', '172', '65']
['47', '187', '251', '316', '161', '218', '12', '146', '144', '175', '334', '396', '172', '349', '356', '158']
['187', '251', '316', '218', '259', '147', '190', '199', '328', '25', '47', '144', '175', '192', '44', '143']
['174', '187', '251', '161', '147', '5', '286', '32', '144', '192', '46', '109', '282', '126', '143', '158']
['187', '161', '178', '12', '146', '5', '32', '192', '393', '44', '282', '179', '172', '349', '356', '143']
['251', '12', '146', '190', '199', '205', '175', '192', '46', '393', '179', '349', '220', '383', '72', '92']
['22', '174', '161', '178', '218', '199', '314', '44', '334', '179', '172', '349', '356', '77', '269', '122']
['208', '146', '205', '47', '192', '393', '334', '172', '126', '158', '220', '77', '113', '383', '92', '83']
['251', '316', '178', '218', '259', '146', '5', '286', '328', '25', '208', '144', '192', '44', '282', '334']
['251', '161', '12', '190', '5', '328', '205', '208', '47', '175', '46', '393', '282', '179', '172', '126']
