17
60
['949', '329']
['130', '70', '374', '766', '936', '960', '534', '71', '437', '211', '236', '326', '276', '736', '901', '885', '92', '652', '406', '560', '89', '946', '40', '773', '828', '471', '767', '864', '261', '496', '402', '3', '794', '631', '462', '356', '847', '698', '602', '527', '521', '360', '969', '586', '429', '305', '482', '378', '188', '35', '301', '730', '970', '928', '189', '678', '109', '981', '240', '604']
['329', '604']
['865', '278']
['312', '165']
['329', '93']
['470', '329']
['329', '722']
['454', '758']
['761', '724']
['559', '63']
['329', '851']
['310', '826']
['329', '994']
['205', '479']
['176', '329']
['329', '12']
['735', '7']
['329', '779']
['374', '485']
['329', '278']
['413', '485']
['329', '267']
['400', '329']
['728', '329']
['973', '977']
['329', '980']
['477', '329']
['329', '982']
['518', '553']
['362', '329']
['856', '329']
['355', '329']
['193', '940']
['815', '390']
['329', '348']
['176', '843']
['869', '538']
['329', '141']
['91', '329']
['398', '865']
['870', '190']
['329', '365']
['329', '802']
['750', '138']
['410', '329']
['182', '329']
['312', '981']
['734', '329']
['939', '494']
['603', '329']
['329', '146']
['781', '126']
['421', '559']
['258', '782']
['329', '133']
['329', '127']
['329', '382']
['941', '329']
['866', '843']
['760', '329']
['329', '975']
['329', '289']
['549', '271']
['432', '329']
['171', '623']
['944', '329']
['993', '329']
['485', '547']
['329', '435']
['909', '329']
['520', '815']
['329', '498']
['813', '724']
['329', '147']
['827', '329']
['858', '750']
['329', '720']
['782', '72']
['279', '843']
['741', '329']
['216', '329']
['447', '615']
['329', '780']
['329', '708']
['329', '70']
['55', '567']
['815', '991']
['703', '347']
['83', '354']
['518', '24']
['505', '354']
['329', '747']
['329', '687']
['329', '50']
['329', '623']
['575', '354']
['263', '329']
['169', '941']
['329', '879']
['344', '140']
['930', '391']
['329', '622']
['357', '871']
['787', '940']
['626', '329']
['329', '99']
['329', '823']
['579', '329']
['329', '602']
['750', '592']
['127', '256']
['573', '275']
['344', '354']
['329', '609']
['925', '922']
['735', '464']
['858', '12']
['478', '973']
['450', '355']
['329', '199']
['645', '425']
['329', '474']
['925', '598']
['610', '724']
['325', '789']
['329', '910']
['673', '666']
['329', '889']
['329', '932']
['434', '485']
['710', '154']
['165', '869']
['630', '329']
['665', '329']
['134', '239']
['735', '346']
['164', '289']
['329', '544']
['506', '329']
['573', '983']
['653', '329']
['878', '329']
['573', '380']
['329', '637']
['984', '96']
['112', '329']
['329', '666']
['12', '422']
['187', '842']
['662', '73']
['641', '892']
['126', '542']
['724', '960']
['849', '351']
['450', '329']
['118', '782']
['427', '329']
['276', '329']
['706', '23']
['329', '113']
['17', '364']
['330', '735']
['329', '307']
['367', '73']
['941', '638']
['329', '833']
['572', '956']
['127', '45']
['329', '65']
['329', '465']
['329', '185']
['107', '447']
['677', '848']
['648', '329']
['168', '329']
['329', '631']
['876', '695']
['461', '849']
['803', '329']
['329', '979']
['329', '335']
['329', '237']
['329', '735']
['190', '400']
['362', '789']
['699', '843']
['973', '59']
['114', '295']
['675', '329']
['63', '645']
['329', '222']
['405', '940']
['329', '593']
['695', '590']
['832', '869']
['179', '995']
['134', '765']
['329', '349']
['101', '781']
['329', '83']
['468', '329']
['295', '212']
['892', '315']
['329', '983']
['156', '329']
['397', '329']
['329', '660']
['329', '155']
['826', '770']
['533', '329']
['329', '597']
['545', '850']
['180', '329']
['14', '73']
['535', '329']
['703', '630']
['91', '788']
['982', '228']
['329', '63']
['329', '288']
['340', '174']
['312', '318']
['381', '329']
['830', '329']
['769', '329']
['666', '973']
['329', '255']
['291', '329']
['17', '326']
['847', '329']
['115', '329']
['900', '982']
['329', '601']
['504', '329']
['892', '875']
['843', '282']
['801', '395']
['959', '329']
['848', '177']
['329', '209']
['564', '748']
['329', '208']
['547', '288']
['702', '329']
['848', '759']
['765', '329']
['570', '136']
['275', '329']
['751', '329']
['176', '395']
['137', '415']
['357', '949']
['329', '226']
['329', '970']
['329', '368']
['611', '869']
['659', '415']
['601', '17']
['329', '572']
['306', '174']
['329', '296']
['313', '707']
['694', '781']
['681', '399']
['509', '601']
['329', '629']
['329', '921']
['467', '815']
['329', '775']
['948', '329']
['519', '941']
['894', '819']
['329', '143']
['858', '329']
['965', '329']
['418', '127']
['329', '936']
['198', '329']
['329', '529']
['919', '329']
['329', '699']
['157', '86']
['892', '401']
['303', '329']
['41', '567']
['632', '329']
['706', '510']
['518', '551']
['550', '329']
['329', '972']
['485', '334']
['329', '820']
['212', '329']
['329', '332']
['843', '616']
['114', '329']
['399', '329']
['940', '272']
['329', '759']
['145', '86']
['778', '925']
['329', '14']
['329', '922']
['930', '251']
['483', '329']
['418', '329']
['627', '892']
['329', '678']
['329', '607']
['329', '719']
['750', '329']
['632', '973']
['329', '73']
['346', '329']
['329', '586']
['789', '439']
['329', '588']
['302', '73']
['501', '329']
['617', '329']
['931', '91']
['819', '736']
['354', '140']
['742', '479']
['329', '300']
['43', '91']
['329', '499']
['699', '395']
['941', '199']
['329', '64']
['567', '617']
['703', '805']
['329', '698']
['329', '940']
['507', '329']
['899', '758']
['265', '329']
['329', '871']
['329', '228']
['324', '271']
['279', '329']
['377', '329']
['931', '357']
['329', '853']
['329', '839']
['329', '987']
['329', '150']
['623', '530']
['526', '415']
['826', '933']
['329', '122']
['329', '20']
['23', '724']
['329', '225']
['748', '888']
['329', '531']
['55', '329']
['791', '329']
['329', '868']
['576', '781']
['354', '528']
['457', '91']
['167', '91']
['818', '329']
['127', '544']
['765', '573']
['713', '329']
['674', '623']
['781', '679']
['204', '329']
['660', '750']
['447', '329']
['329', '706']
['169', '681']
['17', '689']
['318', '869']
['646', '354']
['431', '329']
['782', '221']
['834', '748']
['904', '136']
['395', '468']
['782', '506']
['374', '329']
['277', '329']
['329', '454']
['695', '627']
['451', '329']
['223', '815']
['390', '329']
['127', '456']
['357', '329']
['843', '296']
['329', '829']
['509', '804']
['541', '329']
['235', '494']
['88', '850']
['271', '429']
