200
5
['447', '35', '18', '137', '758']
['692', '492', '467', '424', '473']
['507', '967', '508', '626', '478']
['390', '262', '820', '40', '663']
['884', '402', '191', '337', '954']
['648', '591', '564', '919', '535']
['57', '851', '848', '598', '438']
['817', '939', '284', '535', '842']
['751', '945', '116', '652', '747']
['635', '94', '75', '966', '505']
['794', '975', '957', '430', '912']
['531', '700', '473', '259', '734']
['458', '784', '650', '276', '295']
['226', '796', '675', '522', '82']
['944', '600', '853', '887', '827']
['209', '714', '556', '540', '671']
['17', '911', '253', '457', '946']
['521', '248', '423', '646', '510']
['268', '662', '234', '409', '988']
['408', '147', '566', '341', '74']
['891', '600', '827', '594', '177']
['919', '292', '255', '696', '299']
['888', '266', '372', '745', '917']
['624', '530', '965', '538', '594']
['827', '372', '115', '460', '481']
['506', '213', '282', '715', '77']
['493', '932', '602', '548', '358']
['534', '677', '103', '155', '336']
['75', '363', '727', '114', '898']
['27', '1', '636', '614', '790']
['6', '261', '822', '193', '581']
['129', '589', '405', '278', '736']
['941', '388', '650', '70', '249']
['3', '461', '274', '833', '861']
['787', '62', '114', '184', '439']
['352', '517', '215', '31', '683']
['704', '942', '130', '830', '789']
['443', '296', '142', '498', '584']
['550', '251', '202', '33', '75']
['718', '401', '447', '894', '312']
['246', '467', '886', '729', '400']
['536', '574', '122', '896', '257']
['140', '205', '215', '690', '941']
['87', '882', '586', '606', '819']
['347', '622', '249', '388', '547']
['414', '453', '350', '25', '883']
['932', '251', '81', '9', '550']
['562', '841', '689', '195', '978']
['617', '848', '888', '917', '135']
['268', '853', '858', '968', '165']
['396', '920', '224', '104', '693']
['968', '423', '169', '607', '69']
['250', '853', '425', '454', '187']
['719', '800', '352', '541', '853']
['654', '175', '185', '641', '12']
['70', '197', '919', '564', '845']
['31', '515', '32', '157', '240']
['668', '219', '545', '805', '708']
['700', '599', '770', '812', '668']
['311', '404', '29', '301', '802']
['290', '358', '932', '500', '872']
['436', '319', '13', '824', '835']
['835', '653', '226', '139', '436']
['477', '553', '637', '131', '856']
['634', '764', '788', '400', '549']
['768', '702', '519', '270', '905']
['985', '502', '224', '4', '531']
['729', '625', '80', '886', '632']
['870', '773', '818', '538', '415']
['15', '143', '960', '98', '212']
['827', '983', '543', '197', '918']
['283', '507', '628', '951', '709']
['567', '98', '569', '698', '960']
['46', '471', '217', '884', '810']
['490', '473', '139', '533', '31']
['647', '148', '358', '396', '468']
['596', '442', '135', '913', '510']
['374', '786', '699', '513', '24']
['722', '287', '796', '300', '572']
['385', '752', '332', '984', '138']
['694', '505', '499', '341', '762']
['241', '720', '449', '881', '282']
['22', '345', '98', '212', '302']
['411', '62', '99', '989', '518']
['641', '651', '92', '452', '175']
['322', '6', '866', '970', '357']
['604', '127', '998', '201', '269']
['445', '528', '163', '509', '323']
['944', '684', '41', '59', '796']
['366', '580', '351', '595', '170']
['995', '793', '778', '753', '630']
['545', '679', '374', '480', '741']
['808', '676', '966', '860', '591']
['203', '947', '996', '726', '331']
['413', '959', '971', '36', '899']
['660', '118', '801', '95', '894']
['518', '99', '160', '707', '564']
['71', '982', '198', '6', '8']
['423', '602', '608', '248', '395']
['455', '916', '577', '380', '739']
['832', '608', '611', '791', '119']
['195', '913', '618', '925', '442']
['303', '299', '768', '242', '104']
['9', '57', '550', '353', '202']
['30', '616', '559', '948', '134']
['404', '804', '156', '521', '831']
['980', '803', '84', '667', '805']
['780', '75', '28', '672', '117']
['10', '135', '453', '331', '628']
['537', '339', '209', '556', '236']
['977', '357', '249', '109', '650']
['413', '926', '333', '196', '377']
['198', '843', '516', '254', '39']
['392', '954', '892', '718', '305']
['969', '33', '702', '270', '289']
['19', '727', '2', '715', '363']
['933', '814', '332', '385', '463']
['701', '146', '435', '456', '521']
['712', '228', '372', '29', '311']
['154', '683', '606', '187', '133']
['545', '572', '55', '735', '300']
['924', '493', '51', '763', '496']
['700', '719', '658', '83', '419']
['871', '171', '945', '211', '743']
['139', '135', '948', '31', '32']
['630', '836', '640', '179', '897']
['669', '81', '546', '353', '847']
['837', '74', '562', '841', '154']
['303', '782', '104', '255', '162']
['78', '62', '755', '915', '393']
['749', '8', '564', '288', '759']
['855', '523', '333', '688', '185']
['701', '381', '848', '235', '411']
['86', '843', '835', '340', '328']
['207', '908', '938', '139', '555']
['938', '955', '119', '285', '466']
['843', '815', '417', '287', '579']
['54', '243', '441', '335', '885']
['676', '482', '431', '217', '808']
['742', '869', '695', '401', '762']
['3', '69', '825', '94', '108']
['324', '487', '146', '682', '884']
['166', '159', '563', '184', '599']
['752', '127', '757', '710', '79']
['999', '34', '637', '935', '420']
['528', '829', '509', '925', '162']
['245', '658', '410', '735', '324']
['677', '61', '239', '760', '607']
['189', '773', '742', '379', '687']
['326', '348', '854', '556', '869']
['676', '939', '858', '234', '409']
['923', '544', '94', '56', '690']
['180', '108', '172', '52', '474']
['660', '396', '4', '321', '985']
['220', '524', '217', '891', '113']
['126', '25', '226', '291', '744']
['961', '945', '474', '405', '211']
['70', '300', '320', '2', '648']
['128', '825', '931', '507', '474']
['796', '805', '55', '82', '208']
['246', '977', '612', '803', '273']
['966', '435', '177', '58', '427']
['241', '693', '574', '249', '568']
['138', '332', '947', '165', '463']
['596', '442', '618', '251', '556']
['848', '883', '749', '713', '759']
['695', '237', '401', '924', '732']
['440', '550', '109', '655', '202']
['611', '252', '791', '43', '770']
['262', '397', '461', '485', '328']
['955', '675', '902', '817', '484']
['90', '983', '844', '609', '148']
['884', '981', '384', '461', '685']
['145', '893', '532', '394', '260']
['997', '501', '866', '452', '970']
['487', '270', '105', '335', '743']
['515', '969', '389', '946', '703']
['766', '358', '649', '76', '34']
['997', '388', '589', '471', '736']
['853', '58', '425', '638', '243']
['849', '448', '620', '591', '587']
['427', '533', '967', '1', '901']
['743', '751', '729', '597', '747']
['410', '87', '45', '29', '973']
['598', '688', '943', '848', '405']
['648', '250', '2', '564', '94']
['534', '76', '326', '480', '348']
['322', '245', '884', '410', '528']
['589', '129', '35', '997', '893']
['519', '554', '865', '111', '985']
['989', '99', '510', '927', '707']
['378', '517', '938', '171', '584']
['491', '957', '824', '557', '488']
['44', '339', '218', '542', '42']
['389', '37', '394', '734', '176']
['510', '976', '775', '441', '675']
['928', '532', '328', '551', '497']
['477', '877', '508', '619', '6']
['582', '833', '723', '274', '391']
['27', '520', '375', '904', '47']
['712', '748', '848', '476', '506']
['294', '529', '402', '344', '154']
['277', '605', '44', '38', '978']
['406', '327', '610', '639', '864']
['854', '578', '534', '348', '420']
['363', '596', '162', '442', '810']
['926', '792', '845', '771', '645']
['515', '613', '472', '703', '19']
['597', '62', '923', '751', '621']
['810', '19', '113', '524', '937']
['790', '857', '101', '621', '636']
['398', '204', '156', '531', '561']
['550', '583', '309', '902', '257']
['33', '498', '52', '796', '301']
['668', '833', '861', '750', '971']
['621', '949', '614', '466', '311']
['890', '328', '278', '925', '756']
['473', '889', '744', '734', '15']
['250', '358', '449', '538', '415']
['731', '48', '98', '439', '421']
['955', '414', '907', '698', '350']
['335', '418', '200', '50', '105']
['120', '201', '905', '356', '998']
['907', '629', '491', '124', '895']
['966', '515', '389', '472', '364']
['849', '591', '485', '862', '969']
['214', '964', '785', '774', '911']
['943', '734', '620', '287', '502']
['426', '454', '725', '267', '779']
['240', '39', '368', '575', '460']
['358', '545', '617', '625', '805']
['972', '412', '891', '423', '571']
['474', '283', '507', '892', '605']
['766', '808', '500', '880', '676']
['420', '916', '430', '370', '61']
['491', '918', '572', '427', '424']
['383', '185', '911', '629', '452']
['483', '810', '295', '830', '267']
['637', '464', '935', '416', '76']
['331', '647', '776', '466', '996']
['79', '466', '144', '76', '346']
['512', '642', '909', '914', '965']
['247', '953', '367', '342', '512']
['705', '624', '932', '500', '55']
['389', '472', '415', '808', '398']
['794', '302', '783', '538', '159']
['791', '611', '293', '703', '629']
['885', '54', '25', '641', '550']
['432', '468', '706', '148', '188']
['791', '539', '171', '151', '850']
['776', '477', '626', '863', '478']
['820', '757', '100', '752', '542']
['466', '68', '460', '142', '372']
['762', '811', '131', '972', '499']
['548', '434', '182', '425', '253']
['690', '479', '677', '40', '906']
['933', '60', '159', '601', '349']
['53', '523', '9', '616', '333']
['918', '197', '842', '486', '232']
['345', '180', '237', '890', '623']
['404', '15', '657', '174', '83']
['221', '97', '606', '574', '568']
['282', '153', '497', '735', '592']
['320', '894', '716', '173', '83']
['899', '579', '943', '206', '815']
['772', '817', '82', '940', '878']
['599', '244', '543', '700', '388']
['155', '556', '102', '428', '18']
['824', '866', '106', '590', '488']
['309', '122', '376', '495', '896']
['29', '425', '311', '469', '745']
['415', '779', '696', '538', '666']
['322', '393', '934', '632', '78']
['260', '689', '145', '34', '176']
['876', '92', '194', '690', '721']
['471', '217', '524', '407', '873']
['525', '371', '114', '642', '530']
['167', '827', '97', '461', '887']
['395', '952', '753', '916', '974']
['925', '112', '202', '109', '251']
['753', '461', '995', '164', '952']
['307', '95', '118', '236', '290']
['586', '590', '407', '427', '608']
['540', '999', '531', '290', '645']
['643', '386', '420', '774', '214']
['462', '54', '243', '186', '953']
['248', '958', '807', '552', '713']
['22', '699', '577', '734', '455']
['19', '532', '202', '305', '363']
['375', '504', '874', '473', '680']
['61', '20', '255', '231', '950']
['743', '503', '629', '91', '335']
['222', '949', '784', '636', '790']
['636', '614', '912', '949', '476']
['526', '460', '481', '503', '68']
['669', '748', '801', '506', '288']
['887', '467', '167', '883', '600']
['825', '952', '338', '310', '993']
['804', '657', '156', '920', '589']
['441', '845', '537', '922', '319']
['961', '179', '406', '88', '836']
['124', '287', '675', '535', '817']
['58', '61', '505', '495', '635']
['561', '971', '225', '499', '834']
['768', '21', '694', '263', '627']
['925', '933', '89', '280', '426']
['883', '277', '933', '42', '218']
['625', '776', '30', '17', '996']
['787', '204', '362', '864', '639']
['290', '982', '71', '892', '285']
['100', '436', '910', '588', '757']
['492', '295', '830', '120', '704']
['41', '923', '401', '846', '695']
['737', '437', '103', '677', '442']
['857', '110', '373', '294', '154']
['154', '871', '857', '822', '529']
['688', '848', '496', '342', '203']
['247', '84', '990', '221', '957']
['442', '12', '393', '934', '986']
['369', '527', '173', '609', '320']
['193', '136', '261', '331', '353']
['274', '746', '858', '268', '234']
['479', '790', '40', '494', '988']
['304', '451', '590', '723', '36']
['947', '110', '776', '996', '665']
['310', '864', '359', '993', '923']
['298', '49', '619', '790', '168']
['504', '439', '184', '942', '694']
['302', '166', '159', '544', '300']
['418', '606', '563', '973', '45']
['752', '675', '939', '817', '921']
['372', '409', '402', '560', '954']
['370', '256', '584', '296', '761']
['576', '162', '596', '913', '272']
['554', '360', '72', '726', '26']
['132', '411', '240', '533', '139']
['45', '769', '199', '672', '28']
['855', '242', '892', '411', '930']
['911', '509', '253', '491', '548']
['755', '118', '831', '852', '483']
['53', '414', '628', '350', '927']
['444', '593', '213', '344', '600']
['615', '391', '750', '833', '470']
['938', '290', '204', '999', '960']
['706', '220', '674', '610', '960']
['517', '562', '222', '850', '539']
['536', '911', '946', '399', '548']
['615', '46', '392', '662', '227']
['211', '398', '389', '741', '703']
['280', '490', '991', '561', '355']
['89', '769', '267', '779', '804']
['276', '192', '632', '458', '895']
['780', '431', '216', '210', '940']
['136', '621', '63', '261', '703']
['184', '787', '345', '169', '694']
['453', '448', '403', '135', '242']
['912', '16', '767', '399', '292']
['926', '84', '221', '808', '365']
['761', '484', '597', '968', '542']
['386', '14', '565', '167', '490']
['87', '458', '606', '973', '222']
['449', '756', '627', '929', '768']
['97', '708', '693', '651', '92']
['461', '141', '43', '485', '538']
['433', '30', '22', '303', '994']
['113', '331', '17', '266', '947']
['958', '68', '807', '99', '797']
['626', '586', '593', '477', '6']
['47', '837', '373', '962', '689']
['156', '174', '933', '404', '881']
['572', '722', '55', '255', '124']
['227', '678', '805', '625', '746']
['919', '2', '70', '786', '352']
['781', '358', '843', '575', '254']
['442', '745', '882', '311', '802']
['643', '891', '142', '619', '972']
['128', '507', '131', '283', '874']
['203', '0', '136', '582', '876']
['434', '440', '509', '253', '911']
['230', '631', '733', '820', '183']
['13', '743', '921', '812', '890']
['382', '22', '264', '20', '455']
['784', '756', '86', '168', '278']
['355', '466', '872', '222', '578']
['416', '875', '785', '179', '406']
['785', '3', '420', '869', '774']
['569', '377', '390', '618', '926']
['571', '150', '655', '643', '361']
['628', '607', '992', '239', '186']
['436', '907', '653', '687', '319']
['247', '720', '146', '218', '367']
['431', '442', '184', '984', '931']
['293', '150', '816', '697', '663']
['782', '89', '426', '352', '779']
['808', '115', '989', '885', '707']
['971', '14', '824', '959', '225']
['54', '846', '376', '205', '997']
['317', '969', '525', '170', '783']
['723', '608', '590', '72', '865']
['875', '398', '609', '867', '164']
['670', '990', '612', '273', '773']
['899', '758', '782', '493', '738']
['905', '773', '538', '250', '875']
['536', '901', '427', '424', '700']
['962', '878', '215', '863', '23']
['412', '781', '827', '879', '92']
['956', '929', '801', '1', '242']
['941', '970', '637', '357', '501']
['508', '6', '570', '626', '820']
['857', '936', '445', '86', '154']
['72', '829', '633', '509', '163']
['980', '792', '73', '806', '308']
['468', '832', '293', '674', '43']
['170', '21', '958', '797', '132']
['888', '919', '996', '617', '266']
['411', '761', '711', '581', '737']
['388', '547', '687', '479', '650']
['87', '555', '938', '113', '465']
['907', '813', '591', '124', '85']
['172', '487', '882', '936', '30']
['36', '586', '953', '608', '741']
['774', '558', '214', '80', '638']
['611', '273', '293', '848', '43']
['811', '745', '515', '311', '228']
['516', '877', '378', '855', '691']
['603', '315', '110', '772', '527']
['755', '812', '369', '463', '852']
['437', '970', '544', '646', '56']
['928', '735', '905', '153', '32']
['818', '399', '157', '873', '158']
['169', '542', '69', '578', '55']
['130', '901', '922', '295', '483']
['848', '918', '635', '177', '966']
['944', '844', '119', '684', '304']
['316', '403', '838', '770', '568']
['878', '45', '772', '47', '10']
['76', '649', '512', '935', '986']
['631', '186', '880', '75', '16']
['955', '21', '842', '229', '119']
['3', '699', '739', '574', '24']
['187', '233', '133', '940', '215']
['892', '535', '675', '902', '9']
['246', '273', '139', '670', '575']
['442', '790', '888', '621', '614']
['839', '950', '266', '174', '231']
['654', '695', '336', '677', '527']
['191', '942', '558', '653', '835']
['249', '970', '501', '314', '219']
['921', '1', '746', '648', '801']
['563', '466', '119', '756', '717']
['428', '714', '368', '905', '155']
['778', '120', '940', '974', '952']
['11', '975', '33', '498', '854']
['214', '785', '558', '87', '390']
['436', '942', '835', '18', '295']
['867', '712', '305', '411', '892']
['464', '10', '794', '239', '992']
['332', '983', '385', '338', '65']
['862', '741', '950', '462', '190']
['418', '322', '281', '592', '284']
['547', '96', '249', '650', '454']
['674', '143', '220', '713', '906']
['95', '681', '440', '630', '808']
['280', '585', '590', '991', '306']
['473', '279', '501', '15', '767']
['245', '410', '146', '862', '269']
['563', '121', '159', '783', '796']
['898', '909', '188', '363', '532']
['123', '514', '605', '325', '673']
['49', '876', '469', '243', '656']
['511', '531', '315', '144', '110']
['253', '213', '77', '444', '369']
['230', '712', '543', '733', '353']
['751', '721', '747', '281', '62']
['514', '889', '503', '101', '66']
['774', '224', '934', '920', '985']
['231', '20', '299', '408', '839']
['486', '112', '95', '543', '197']
['823', '937', '173', '694', '527']
['356', '460', '793', '106', '824']
['486', '163', '93', '286', '528']
['682', '843', '496', '763', '891']
['58', '170', '116', '317', '841']
['35', '884', '665', '447', '584']
['719', '893', '923', '993', '458']
['821', '169', '484', '968', '844']
['732', '23', '312', '67', '863']
['558', '420', '785', '155', '643']
['425', '839', '391', '454', '638']
['372', '964', '472', '799', '68']
['610', '865', '679', '639', '814']
['666', '918', '659', '837', '197']
['956', '280', '741', '355', '330']
['902', '780', '756', '328', '86']
['401', '346', '728', '116', '161']
['821', '272', '101', '241', '66']
['476', '989', '756', '278', '340']
['538', '700', '666', '736', '773']
['322', '634', '652', '597', '747']
['853', '152', '552', '967', '454']
['783', '89', '166', '337', '302']
['3', '842', '871', '52', '94']
['856', '114', '99', '221', '553']
['5', '628', '448', '200', '365']
['377', '406', '179', '897', '808']
['735', '727', '532', '19', '750']
['89', '426', '819', '267', '719']
['503', '335', '857', '226', '200']
['572', '300', '725', '250', '91']
['333', '153', '523', '609', '633']
['91', '55', '142', '411', '722']
['195', '465', '794', '160', '334']
['158', '461', '407', '873', '45']
['392', '411', '770', '305', '91']
['851', '799', '588', '389', '826']
['104', '255', '341', '292', '883']
['861', '685', '272', '26', '889']
['402', '716', '187', '527', '320']
['857', '445', '22', '271', '529']
['184', '900', '462', '679', '190']
['392', '305', '318', '930', '433']
['775', '797', '807', '552', '756']
['469', '956', '306', '749', '280']
['143', '220', '373', '706', '456']
['632', '35', '729', '120', '176']
['669', '614', '621', '127', '636']
['978', '527', '146', '823', '320']
['889', '59', '677', '944', '64']
['57', '684', '466', '342', '598']
['125', '45', '819', '973', '841']
['214', '110', '571', '655', '891']
['730', '557', '116', '524', '170']
['876', '555', '908', '910', '837']
['680', '738', '493', '737', '325']
['849', '19', '898', '727', '581']
['132', '455', '63', '552', '797']
['286', '509', '528', '552', '333']
['943', '326', '90', '287', '815']
['717', '616', '556', '540', '570']
['805', '668', '442', '746', '513']
['967', '77', '440', '427', '424']
['707', '319', '653', '819', '942']
['988', '464', '207', '410', '16']
['311', '804', '350', '698', '883']
['792', '270', '686', '809', '12']
['286', '519', '509', '370', '829']
['797', '816', '132', '807', '170']
['718', '468', '182', '312', '240']
['146', '653', '410', '324', '880']
['987', '914', '170', '662', '512']
['356', '705', '998', '604', '351']
['518', '469', '876', '607', '194']
['634', '671', '396', '887', '661']
['109', '550', '534', '9', '394']
['946', '434', '827', '911', '941']
['842', '466', '527', '319', '717']
['181', '824', '895', '826', '799']
['618', '162', '442', '979', '43']
['307', '95', '660', '69', '306']
['761', '233', '77', '421', '490']
['669', '485', '212', '65', '141']
['384', '701', '845', '330', '595']
['160', '195', '33', '360', '80']
['267', '70', '925', '89', '41']
['54', '26', '101', '70', '66']
['946', '1', '782', '859', '764']
['567', '359', '74', '529', '147']
['875', '404', '406', '174', '897']
['936', '992', '781', '412', '88']
['353', '820', '232', '242', '230']
['591', '862', '587', '840', '897']
['689', '841', '159', '168', '373']
['565', '645', '386', '269', '952']
['232', '176', '83', '658', '675']
['197', '659', '781', '486', '954']
['464', '831', '614', '239', '760']
['935', '649', '900', '623', '34']
['764', '788', '555', '859', '989']
['434', '548', '618', '911', '334']
['398', '450', '419', '468', '188']
['711', '703', '761', '945', '566']
['881', '709', '390', '262', '570']
['249', '977', '486', '389', '547']
['709', '663', '901', '464', '262']
['567', '970', '638', '152', '853']
['106', '793', '881', '957', '192']
['306', '587', '280', '355', '453']
['244', '8', '582', '770', '700']
['822', '114', '731', '323', '856']
['271', '50', '674', '27', '764']
['569', '956', '240', '868', '413']
['358', '929', '627', '806', '828']
['963', '80', '247', '664', '264']
['390', '856', '397', '262', '924']
['133', '802', '352', '756', '187']
['333', '707', '11', '616', '855']
['577', '936', '457', '487', '646']
['714', '799', '102', '676', '155']
['920', '308', '4', '396', '445']
['282', '690', '454', '853', '638']
['828', '252', '872', '523', '222']
['472', '767', '137', '831', '912']
['451', '340', '239', '756', '328']
['713', '749', '646', '88', '8']
['737', '848', '103', '261', '654']
['570', '540', '236', '242', '751']
['621', '53', '949', '636', '455']
['809', '556', '962', '863', '748']
['144', '979', '161', '728', '8']
['774', '230', '825', '558', '420']
['665', '337', '18', '861', '447']
['808', '498', '11', '301', '708']
['236', '209', '304', '895', '540']
['378', '331', '609', '90', '164']
['963', '984', '375', '504', '149']
['74', '147', '620', '752', '28']
['933', '789', '198', '196', '285']
['834', '385', '17', '331', '996']
['963', '467', '864', '766', '492']
['584', '696', '98', '275', '256']
['837', '551', '153', '228', '497']
['557', '769', '873', '568', '151']
['482', '423', '327', '395', '567']
['308', '803', '621', '667', '623']
['912', '399', '137', '975', '129']
['851', '18', '532', '979', '665']
['139', '980', '215', '667', '806']
['809', '23', '863', '5', '562']
['240', '632', '115', '707', '518']
['768', '564', '21', '761', '929']
['2', '101', '416', '272', '26']
['712', '576', '475', '165', '557']
['516', '936', '565', '265', '877']
['981', '513', '24', '825', '622']
['516', '502', '287', '815', '494']
['459', '416', '61', '708', '784']
['482', '197', '860', '691', '880']
['176', '648', '852', '70', '564']
['862', '849', '304', '89', '970']
['308', '806', '299', '803', '979']
['548', '282', '456', '701', '381']
['140', '271', '205', '376', '349']
['858', '504', '367', '720', '353']
['571', '643', '891', '12', '989']
['100', '223', '450', '127', '752']
['702', '323', '856', '553', '303']
['286', '91', '301', '572', '722']
['615', '573', '963', '46', '125']
['82', '343', '940', '325', '772']
['387', '831', '910', '852', '694']
['478', '626', '6', '108', '661']
['678', '123', '459', '601', '697']
['702', '444', '652', '62', '751']
['484', '551', '246', '542', '169']
['181', '259', '734', '615', '15']
['708', '254', '916', '370', '613']
['428', '337', '512', '102', '998']
['737', '414', '231', '20', '451']
['937', '7', '247', '95', '307']
['771', '423', '521', '857', '327']
['138', '40', '537', '906', '897']
['745', '813', '350', '629', '740']
['880', '874', '807', '676', '860']
['728', '573', '346', '26', '79']
['313', '439', '220', '787', '694']
['402', '954', '504', '986', '92']
['229', '894', '361', '264', '664']
['7', '247', '733', '353', '88']
['288', '476', '836', '694', '748']
['90', '164', '867', '502', '436']
['512', '860', '161', '67', '914']
['404', '222', '578', '204', '252']
['4', '336', '396', '224', '903']
['108', '509', '52', '3', '105']
['91', '189', '55', '18', '572']
['826', '402', '560', '191', '721']
['857', '104', '253', '946', '548']
['344', '135', '77', '444', '16']
['397', '358', '705', '932', '496']
['709', '212', '238', '276', '784']
['744', '430', '418', '975', '53']
['663', '454', '638', '152', '688']
['926', '16', '853', '425', '152']
['7', '73', '764', '787', '439']
['955', '906', '441', '40', '494']
['417', '354', '399', '475', '263']
['22', '844', '470', '684', '59']
['188', '223', '345', '212', '960']
['45', '819', '511', '87', '927']
['258', '702', '289', '105', '905']
['683', '50', '317', '730', '116']
['606', '819', '503', '173', '45']
['300', '658', '751', '55', '722']
['816', '168', '16', '150', '725']
['471', '319', '942', '444', '436']
['824', '137', '912', '394', '765']
['91', '105', '743', '200', '569']
['613', '488', '793', '597', '957']
['103', '987', '741', '336', '737']
['47', '384', '451', '20', '950']
['298', '272', '101', '889', '922']
['394', '2', '564', '919', '628']
['805', '545', '62', '746', '555']
['869', '237', '771', '401', '18']
['657', '156', '404', '445', '149']
['977', '182', '119', '313', '718']
['581', '761', '175', '19', '742']
['754', '630', '440', '906', '20']
['989', '666', '465', '415', '773']
['448', '41', '986', '78', '393']
['789', '59', '510', '585', '753']
['90', '164', '284', '583', '983']
['971', '416', '916', '426', '61']
['516', '691', '405', '502', '848']
['228', '745', '493', '800', '802']
['342', '372', '68', '834', '481']
['479', '111', '40', '537', '585']
['191', '778', '92', '960', '560']
['365', '994', '814', '221', '522']
['519', '446', '70', '432', '719']
['254', '582', '678', '459', '514']
['429', '941', '205', '921', '846']
['73', '659', '486', '543', '690']
['887', '176', '260', '989', '37']
['954', '490', '564', '560', '92']
['365', '990', '41', '84', '570']
['941', '460', '479', '494', '537']
['855', '107', '301', '498', '163']
['401', '713', '8', '495', '717']
['236', '897', '875', '398', '179']
['24', '347', '27', '271', '854']
['828', '968', '21', '585', '929']
['552', '835', '319', '505', '942']
['191', '334', '360', '160', '205']
['165', '234', '858', '153', '119']
['763', '51', '251', '916', '682']
['855', '127', '523', '616', '254']
['391', '750', '921', '163', '861']
['329', '963', '874', '190', '375']
['68', '419', '998', '613', '658']
['617', '319', '318', '917', '932']
['979', '520', '925', '47', '223']
['641', '452', '485', '383', '858']
['360', '40', '673', '473', '334']
['848', '849', '511', '587', '862']
['775', '3', '172', '659', '94']
['50', '27', '870', '226', '347']
['976', '221', '789', '716', '585']
['863', '258', '496', '763', '269']
['109', '202', '485', '678', '9']
['57', '342', '451', '433', '688']
['427', '282', '491', '673', '901']
['631', '662', '914', '560', '67']
['93', '837', '348', '956', '854']
['684', '64', '331', '508', '844']
['604', '587', '849', '304', '661']
['174', '941', '583', '122', '309']
['909', '681', '662', '477', '512']
['387', '914', '369', '852', '288']
['892', '137', '152', '638', '425']
['603', '444', '79', '110', '374']
['432', '807', '509', '132', '552']
['149', '406', '874', '963', '99']
['302', '10', '159', '563', '774']
['480', '23', '833', '741', '190']
['652', '749', '152', '425', '454']
['466', '904', '375', '520', '438']
['703', '190', '828', '627', '768']
['63', '698', '193', '261', '324']
['247', '769', '720', '504', '121']
['366', '85', '407', '569', '351']
['941', '519', '726', '72', '95']
['708', '165', '409', '961', '268']
['168', '619', '710', '627', '34']
['598', '448', '102', '688', '57']
['62', '918', '597', '652', '173']
['826', '374', '366', '315', '110']
['785', '966', '214', '820', '420']
['511', '603', '301', '601', '110']
['460', '430', '411', '305', '930']
['72', '426', '562', '865', '554']
['991', '593', '956', '158', '306']
['116', '158', '525', '170', '513']
['396', '848', '201', '121', '356']
['654', '756', '740', '340', '86']
['579', '789', '976', '510', '179']
['588', '241', '821', '34', '881']
['781', '412', '434', '769', '321']
['384', '595', '312', '981', '28']
['552', '550', '109', '251', '931']
['189', '259', '473', '124', '15']
['251', '769', '151', '907', '576']
['793', '824', '802', '233', '957']
['900', '489', '661', '720', '794']
['495', '684', '759', '749', '903']
['336', '576', '737', '677', '665']
['714', '402', '337', '102', '769']
['563', '29', '228', '206', '745']
['828', '488', '929', '510', '768']
['861', '453', '391', '892', '833']
['714', '155', '67', '129', '337']
['763', '437', '690', '285', '38']
['188', '647', '148', '921', '729']
['159', '71', '613', '419', '83']
['708', '474', '951', '175', '507']
['3', '172', '61', '52', '241']
['858', '674', '268', '409', '992']
['227', '831', '615', '573', '727']
['820', '835', '653', '319', '521']
['824', '957', '730', '106', '257']
['899', '333', '225', '711', '971']
['380', '577', '382', '92', '437']
['2', '86', '677', '103', '654']
['790', '116', '949', '621', '57']
['571', '447', '658', '979', '35']
['216', '252', '515', '222', '798']
['397', '731', '427', '141', '461']
['171', '517', '352', '539', '322']
['965', '642', '53', '594', '371']
['839', '232', '514', '83', '419']
['566', '802', '581', '7', '711']
['828', '768', '882', '21', '936']
['397', '368', '39', '144', '254']
['982', '278', '340', '328', '171']
['898', '727', '532', '427', '72']
['328', '86', '278', '164', '826']
['977', '388', '762', '365', '650']
['214', '378', '874', '375', '149']
['551', '497', '356', '96', '735']
['344', '715', '106', '213', '442']
['53', '430', '22', '612', '297']
['243', '462', '480', '162', '679']
['561', '892', '426', '204', '999']
['905', '366', '409', '165', '234']
['937', '766', '172', '108', '94']
['431', '390', '717', '119', '842']
['287', '579', '414', '943', '241']
['325', '919', '640', '758', '191']
['651', '301', '33', '11', '638']
['462', '679', '873', '741', '469']
['892', '260', '37', '394', '481']
['213', '670', '229', '483', '273']
['772', '403', '840', '699', '316']
['730', '317', '343', '170', '23']
['30', '994', '440', '134', '46']
['565', '329', '197', '584', '14']
['811', '775', '616', '633', '855']
['563', '302', '26', '830', '783']
['479', '806', '667', '803', '443']
['32', '139', '240', '954', '421']
['738', '640', '493', '375', '776']
['669', '634', '661', '69', '900']
['279', '834', '473', '259', '638']
['325', '962', '457', '644', '418']
['180', '13', '812', '159', '59']
['269', '741', '386', '958', '14']
['868', '663', '926', '885', '377']
['424', '637', '76', '34', '65']
['872', '624', '798', '222', '296']
['543', '473', '382', '279', '734']
['569', '294', '857', '969', '529']
['700', '461', '397', '133', '65']
['748', '786', '574', '200', '288']
['315', '374', '701', '603', '395']
['198', '144', '79', '988', '161']
['988', '631', '99', '207', '352']
['379', '243', '25', '186', '241']
['745', '715', '697', '470', '816']
['431', '769', '189', '780', '931']
['144', '161', '853', '346', '848']
['796', '78', '220', '226', '536']
['789', '521', '194', '49', '469']
['637', '352', '215', '912', '133']
['587', '954', '782', '191', '92']
